society_name,price,location,area
DRA 90 Degrees,₹1.15 Cr ,2 BHK Apartment for Sale in Kovilambakkam Chennai South,Super Area1068 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony1
,₹1.76 Cr ,3 BHK Apartment for Sale in Guindy Chennai South,Super Area1354 sqftUnder ConstructionPoss. by Jul '27TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹1.24 Cr ,2 BHK Apartment for Sale in Muthukadu Chennai South,Super Area910 sqftUnder ConstructionPoss. by Apr '26TransactionNew PropertyFurnishingFurnishedBathroom2
,₹1.32 Cr ,3 BHK Villa for Sale in Padur Chennai South,Super Area1700 sqftStatusReady to MoveTransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹57.4 Lac ,3 BHK Apartment for Sale in Kelambakkam Chennai South,Super Area1127 sqftUnder ConstructionPoss. by Apr '26TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹1.82 Cr ,3 BHK Apartment for Sale in Sholinganallur Chennai South,Carpet Area1063 sqftUnder ConstructionPoss. by Sep '30TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹2.06 Cr ,3 BHK Apartment for Sale in East Coast Road Chennai South,Super Area3643 sqftStatusReady to MoveTransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹1.41 Cr ,  Plot/Land for Sale in Medavakkam Chennai South,Plot Area2028 sqftTransactionNew Property
,₹90 Lac ,3 BHK Apartment for Sale in Thirumudivakkam Chennai South,Super Area1497 sqftStatusReady to MoveTransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹5.47 Cr ,3 BHK Apartment for Sale in Thiruvanmiyur Chennai South,Super Area2066 sqftTransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹1.60 Cr ,  Plot/Land for Sale in Mambakkam Chennai South,Plot Area2800 sqftTransactionNew Property
,₹60 Lac ,2 BHK Apartment for Sale in Sholinganallur Chennai South,Super Area1000 sqftUnder ConstructionPoss. by May '26TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom2
,₹1.30 Cr ,3 BHK Apartment for Sale in OMR Chennai South,Super Area1535 sqftUnder ConstructionPoss. by Jun '30TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom2
,₹4.75 Cr ,3 BHK  House for Sale in Triplicane Chennai,Carpet Area2500 sqftStatusReady to MoveFloorGround out of 1TransactionResaleFurnishingFurnishedfacingSouth -WestOwnershipFreeholdDimensions30 X 51 ft SqftBathroom4Balcony1
Roohi Aswat,₹1 Cr ,2 BHK Flat for Sale in Royapettah Chennai,Carpet Area900 sqftStatusReady to MoveFloor1 out of 2TransactionResaleFurnishingSemi-FurnishedfacingWestOwnershipFreeholdBathroom2Balcony2
,₹7.45 Cr ,3 BHK Flat for Sale in Nungambakkam Chennai,Super Area2485 sqftUnder ConstructionPoss. by Oct '27TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹6.97 Cr ,3 BHK Flat for Sale in Nungambakkam Chennai,Super Area2330 sqftUnder ConstructionPoss. by Oct '27TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3
,₹7.80 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area2500 sqftUnder ConstructionPoss. by Jun '30Floor21 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadCar Parking1 CoveredBathroom3Balcony1"
,₹2.85 Cr ,4 BHK Flat for Sale in T Nagar Chennai,Carpet Area1250 sqftStatusReady to MoveFloor2 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingSouthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony2
,₹3.69 Cr ,3 BHK Flat for Sale in T Nagar Chennai,"Carpet Area1832 sqftStatusReady to MoveFloor1 out of 3TransactionNew PropertyFurnishingUnfurnishedfacingSouthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2"
,₹2.85 Cr ,4 BHK Flat for Sale in T Nagar Chennai,Super Area1544 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedBathroom4
,₹5.76 Cr ,3 BHK Flat for Sale in Mylapore Chennai,Carpet Area1572 sqftFloor4 out of 12TransactionNew PropertyFurnishingUnfurnishedBathroom3
,₹2.72 Cr ,3 BHK Flat for Sale in Alwarpet Chennai,Carpet Area920 sqftUnder ConstructionPoss. by Jun '27TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3Balcony2
,₹3.49 Cr ,3 BHK Flat for Sale in Alwarpet Chennai,Carpet Area1186 sqftUnder ConstructionPoss. by Jun '27TransactionNew PropertyFurnishingUnfurnishedCar Parking1 CoveredBathroom3Balcony3
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
Chitale  Amara Aneja,₹6.99 Cr ,4 BHK Flat for Sale in N Usman Road Chennai,Carpet Area2413 sqftUnder ConstructionPoss. by Dec '26Floor4 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom4
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹8.67 Cr ,4 BHK Flat for Sale in Mount Road Chennai,"Carpet Area2290 sqftUnder ConstructionPoss. by Dec '30Floor2 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, PoolOwnershipFreeholdCar Parking3 CoveredBathroom4Balcony2"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
BRIGADE ICON,₹7 Cr ,3 BHK Flat for Sale in Mount Road Chennai,"Carpet Area1875 sqftUnder ConstructionPoss. by Dec '28Floor3 out of 38TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
Chitale  Amara Aneja,₹6.99 Cr ,4 BHK Flat for Sale in N Usman Road Chennai,Carpet Area2413 sqftUnder ConstructionPoss. by Dec '26Floor4 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom4
Chitale  Amara Aneja,₹6.99 Cr ,4 BHK Flat for Sale in N Usman Road Chennai,Carpet Area2413 sqftUnder ConstructionPoss. by Dec '26Floor4 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom4
AR Amara Amethyst,₹10.85 Cr ,4 BHK Flat for Sale in Gopalapuram Chennai,"Carpet Area3262 sqftStatusReady to MoveFloor6 out of 8TransactionNew PropertyFurnishingUnfurnishedfacingNorthOwnershipFreeholdCar Parking1 Covered,Bathroom4Balcony2"
TVS Emerald Luxor,₹4.23 Cr ,4 BHK Apartment for Sale in Anna Nagar Chennai,Super Area2665 sqftUnder ConstructionPoss. by Aug '28TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony1
EK The Arc,₹6.01 Cr ,4 BHK Apartment for Sale in Anna Nagar Chennai,Super Area2981 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony3
TVS Emerald Luxor,₹3.18 Cr ,3 BHK Apartment for Sale in Anna Nagar Chennai,Super Area1999 sqftUnder ConstructionPoss. by Aug '28TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
,₹4.49 Cr ,4 BHK Apartment for Sale in Anna Nagar Chennai,Super Area2608 sqftUnder ConstructionPoss. by Aug '28TransactionNew PropertyFurnishingUnfurnishedBathroom4
,₹2.79 Cr ,2 BHK Apartment for Sale in Anna Nagar Chennai,Carpet Area1389 sqftUnder ConstructionPoss. by Mar '28Floor1 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingSouthOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2
TVS Emerald Luxor,₹5.01 Cr ,4 BHK Apartment for Sale in Anna Nagar Chennai,"Super Area2601 sqftUnder ConstructionPoss. by Aug '28Floor2 out of 12TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking1 Covered,Bathroom4Balcony2"
,₹2.75 Cr ,3 BHK Builder Floor for Sale in Anna Nagar Chennai,Super Area1369 sqftUnder ConstructionPoss. by Feb '28Floor5 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony1
TVS Emerald Luxor,₹2.62 Cr ,2 BHK Apartment for Sale in Anna Nagar Chennai,"Super Area1467 sqftUnder ConstructionPoss. by Aug '27Floor10 out of 20TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom2Balcony1"
Ankur Palm Springs,₹1.50 Cr ,3 BHK Apartment for Sale in Anna Nagar West Chennai,"Super Area1584 sqftStatusReady to MoveFloor12 out of 16TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony2"
Newry Spring Residences,₹2.05 Cr ,3 BHK Apartment for Sale in Anna Nagar Chennai,"Super Area1283 sqftStatusReady to MoveFloor3 out of 10TransactionNew PropertyFurnishingUnfurnishedfacingNorth - EastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony1"
Tulive Viha,₹2.68 Cr ,4 BHK Apartment for Sale in Anna Nagar Chennai,"Carpet Area1800 sqftStatusReady to MoveFloor5 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking1 Covered,Bathroom3Balcony3"
Newry Spring Residences,₹1.36 Cr ,2 BHK Apartment for Sale in Anna Nagar Chennai,"Carpet Area255 sqftStatusReady to MoveFloor2 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingNorth - EastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom2Balcony1"
TVS Emerald Luxor,₹7 Cr ,4 BHK Penthouse for Sale in Anna Nagar Chennai,"Super Area3379 sqftUnder ConstructionPoss. by Aug '28Floor16 out of 17TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking2 CoveredBathroom5Balcony2"
,₹1.20 Cr ,2 BHK Builder Floor for Sale in Anna Nagar Chennai,Carpet Area945 sqftStatusReady to MoveFloor1 out of 3TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony1
,₹3 Cr ,3 BHK Apartment for Sale in Anna Nagar Chennai,Carpet Area1300 sqftStatusReady to MoveFloorGround out of 1TransactionResaleFurnishingSemi-FurnishedfacingNorth - WestOwnershipFreeholdCar Parking1 CoveredBathroom3
,₹2.52 Cr ,3 BHK Apartment for Sale in Annanagar East Chennai,Carpet Area997 sqftUnder ConstructionPoss. by Jan '27Floor3 out of 3TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony2
,₹4.84 Cr ,  Office Space for Sale in Anna Nagar Chennai,Carpet Area2000 sqftStatusReady to MoveFloor2 out of 4TransactionResaleCar Parking2 CoveredBathroom2
,₹2.35 Cr ,4 BHK  House for Sale in Annanagar East Chennai,Super Area1500 sqftStatusReady to MoveTransactionResaleFurnishingUnfurnishedfacingWestOwnershipFreeholdBathroom4Balcony1
,₹3.85 Cr ,4 BHK Apartment for Sale in Anna Nagar Chennai,"Carpet Area1700 sqftStatusReady to MoveFloorGround out of 20TransactionResaleFurnishingFurnishedfacingNorthoverlookingGarden/Park, PoolOwnershipFreeholdCar Parking2 CoveredBathroom4Balcony1"
TVS Emerald Luxor,₹4.29 Cr ,4 BHK Apartment for Sale in Anna Nagar Chennai,"Super Area2601 sqftStatusReady to MoveFloor5 out of 13TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking2 CoveredBathroom4Balcony2"
,₹4.24 Cr ,3 BHK Apartment for Sale in Anna Nagar West Chennai,Super Area1808 sqftUnder ConstructionPoss. by Mar '27FloorUpper Basement out of 9TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony1
,₹2.75 Cr ,3 BHK Apartment for Sale in Anna Nagar Chennai,Carpet Area1029 sqftUnder ConstructionPoss. by Jun '27Floor5 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingNorthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony1
TVS Emerald Luxor,₹2.99 Cr ,3 BHK Apartment for Sale in Anna Nagar Chennai,Carpet Area1474 sqftUnder ConstructionPoss. by Aug '26Floor13 out of 17TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2
The Metrozone,₹2.75 Cr ,3 BHK Apartment for Sale in Anna Nagar Chennai,"Super Area2062 sqftStatusReady to MoveFloor12 out of 20TransactionResaleFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony1"
,₹2.50 Cr ,3 BHK Apartment for Sale in Anna Nagar West Chennai,Super Area1540 sqftStatusReady to MoveFloor7 out of 14TransactionResaleFurnishingSemi-FurnishedfacingSouth - EastoverlookingMain RoadOwnershipFreeholdBathroom3Balcony1
,₹2.65 Cr ,3 BHK Apartment for Sale in Anna Nagar Chennai,Super Area1488 sqftStatusReady to MoveFloor1 out of 3TransactionResaleFurnishingSemi-FurnishedfacingWestoverlookingMain RoadOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony2
Ramaniyam Manasa,₹3.50 Cr ,3 BHK Apartment for Sale in Anna Nagar Chennai,Super Area1700 sqftStatusReady to MoveFloor7 out of 9TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingMain RoadOwnershipLeaseholdBathroom3Balcony1
Pavani North Star,₹608.31 Cr ,2 BHK Apartment for Sale in Anna Nagar Chennai,"Carpet Area700 sqftStatusReady to MoveFloor5 out of 13TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingPool, Main RoadOwnershipFreeholdCar Parking1 OpenBathroom2Balcony1"
,₹3.20 Cr ,3 BHK Apartment for Sale in Annanagar East Chennai,Super Area1400 sqftStatusReady to MoveFloor2 out of 5TransactionNew PropertyFurnishingUnfurnishedfacingSouthoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony2
,₹1.18 Cr ,2 BHK Builder Floor for Sale in Anna Nagar Chennai,Super Area945 sqftStatusReady to MoveFloor1 out of 3TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingMain RoadOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2
,₹13.32 Cr ,  Office Space for Sale in Upperpally Hyderabad,Carpet Area7612 sqftStatusReady to MoveTransactionNew PropertyBathroom1
AVR Evania,₹2.81 Cr ,"3 BHK Apartment for Sale in Kokapet, Outer Ring Road Hyderabad",Super Area3315 sqftUnder ConstructionPoss. by Jan '30TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
Brigade Enclave,₹3 Cr ,4 BHK Apartment for Sale in Fatehnagar Hyderabad,Super Area2632 sqftUnder ConstructionPoss. by Dec '30TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
JBs Serene County II,₹52 Lac ,"  Plot/Land for Sale in Mangalpalle, Outer Ring Road Hyderabad",Plot Area1800 sqftTransactionNew Property
Team4 Aria,₹1.66 Cr ,"3 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",Super Area2285 sqftUnder ConstructionPoss. by Jan '31TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
Godrej Regal Pavilion,₹1.13 Cr ,2 BHK Apartment for Sale in Rajendranagar Mandal Hyderabad,Super Area1351 sqftUnder ConstructionPoss. by Jul '30TransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony1
Pacifica Hillcrest Phase 2,₹2.30 Cr ,4 BHK Apartment for Sale in Gachibowli Hyderabad,Super Area1699 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
Urbanrise Sky Habitat,₹1.89 Cr ,"4 BHK Apartment for Sale in Miyapur, NH 9 Hyderabad",Super Area2309 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
Aspire Spaces Prestige Golden Grove,₹2.19 Cr ,"4 BHK Apartment for Sale in Tellapur, Outer Ring Road Hyderabad",Super Area3013 sqftUnder ConstructionPoss. by Mar '31TransactionNew PropertyFurnishingUnfurnishedBathroom2Balcony1
Altitudes By DSR,₹1.73 Cr ,3 BHK Apartment for Sale in Osman Nagar Hyderabad,Super Area2278 sqftUnder ConstructionPoss. by Oct '29TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
Myscape Songs of the Sun,₹3.47 Cr ,"4 BHK Apartment for Sale in Financial District, Nanakram Guda Hyderabad",Carpet Area2025 sqftUnder ConstructionPoss. by Jul '29TransactionNew PropertyFurnishingUnfurnishedBathroom5Balcony3
Casagrand Evon,₹1.62 Cr ,3 BHK Apartment for Sale in Kompally Hyderabad,Super Area2140 sqftUnder ConstructionPoss. by Jul '28TransactionNew PropertyFurnishingUnfurnishedBathroom3Balcony2
Vajra West City,₹3.21 Cr ,4 BHK Apartment for Sale in Osman Nagar Hyderabad,Super Area4400 sqftUnder ConstructionPoss. by Jun '29TransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony2
,₹85.9 Lac ,3 BHK Apartment for Sale in Suchitra Road Hyderabad,Super Area1702 sqftUnder ConstructionPoss. by Jun '28TransactionNew PropertyFurnishingUnfurnishedBathroom3
